delito,diasem,mes,tipov,longitud,latitud
1164,1,6,5,4,-71.5225377,-32.9654475
1165,1,6,6,1,-71.2631607,-32.8829479
1166,1,6,6,1,-71.5155262,-33.005919
1167,1,6,10,6,-71.067757,-32.4300384
1168,1,6,16,2,-71.2626938,-32.986082
1169,2,6,3,4,-71.5335178,-33.063781
1170,2,6,10,1,-71.3989795,-33.0422758
1171,2,6,17,1,-71.4173196,-33.0496792
1172,2,6,18,4,-70.6543034,-32.7524841
1173,2,6,19,1,-71.5469288,-33.0221567
1174,2,6,23,2,-71.2762134,-32.9362567
1175,2,6,23,1,-71.4800456,-33.0017752
1176,3,6,1,3,-71.5077349,-32.9206228
1177,3,6,5,4,-71.5335178,-33.063781
1178,3,6,6,2,-71.4014271,-33.0497394
1179,3,6,11,1,-71.4146615,-33.0464308
1180,3,6,13,1,-71.4205117,-33.0482978
1181,3,6,15,1,-71.5682582,-33.0530725
1182,3,6,16,1,-71.4393073,-33.044268
1183,3,6,17,1,-71.3817288,-33.0556114
1184,3,6,19,1,-71.5518545,-33.0263663
1185,3,6,19,1,-71.5412862,-33.0171964
1186,3,6,19,1,-71.5688063,-33.0312111
1187,4,6,7,6,-71.5628915,-33.0262547
1188,4,6,11,1,-71.6043791,-33.0441987
1189,4,6,11,3,-71.4145749,-32.7263556
1190,4,6,12,6,-71.5559131,-33.1150656
1191,5,6,1,1,-71.6084028,-33.0498255
1192,5,6,9,1,-71.5408919,-33.0104669
1193,5,6,13,1,-71.5628744,-33.0366039
1194,5,6,17,2,-71.5523503,-33.0139308
1195,5,6,19,1,-71.3819026,-33.0444241
1196,5,6,19,1,-71.2785561,-32.9382696
1197,6,6,1,2,-71.5416552,-33.0106378
1198,6,6,2,1,-71.5483229,-33.02562
1199,6,6,3,1,-71.5943188,-33.043611
1200,6,6,4,6,-71.5716008,-33.1120475
1201,6,6,4,6,-71.5716008,-33.1120475
1202,6,6,4,6,-71.5716008,-33.1120475
1203,6,6,12,1,-71.1946694,-32.7887532
1204,6,6,14,1,-71.6198477,-33.6139268
1205,6,6,23,1,-71.5059474,-33.0241041
1206,7,6,3,1,-71.3657407,-33.0438484
1207,7,6,17,1,-71.6117955,-33.0538637
1208,7,6,19,1,-71.6204901,-33.045658
1209,1,6,0,1,-71.5174404,-32.9250709
1210,1,6,0,1,-71.5443211,-33.0043499
1211,1,6,4,2,-71.2754919,-32.5674633
1212,1,6,7,2,-71.47278,-33.0406979
1213,1,6,10,1,-71.5979279,-33.0500419
1214,1,6,20,1,-71.6098793,-33.0492209
1215,1,6,22,3,-71.5907793,-33.0372249
1216,1,6,23,1,-71.4950144,-32.9988219
1217,2,6,2,1,-71.5601905,-33.018955
1218,2,6,7,3,-71.4989602,-33.0325469
1219,2,6,8,3,-71.610846,-33.0695374
1220,2,6,8,5,-71.5932669,-33.0600808
1221,2,6,12,1,-71.5105005,-32.9201027
1222,2,6,17,1,-71.3805029,-33.0560306
1223,2,6,20,1,-71.4067077,-33.0434953
1224,2,6,22,1,-71.5106022,-33.0120478
1225,3,6,20,2,-70.7368663,-32.7575762
1226,3,6,21,1,-71.546654,-33.0115857
1227,4,6,0,1,-70.731435,-32.7583009
1228,4,6,6,4,-109.424589,-27.1488512
1229,4,6,8,1,-71.0604268,-32.4256157
1230,4,6,10,2,-71.6598087,-33.3726777
1231,4,6,11,1,-71.6047449,-33.0451171
1232,4,6,12,1,-71.5412646,-33.0204174
1233,4,6,21,1,-71.6184619,-33.0519808
1234,4,6,21,4,-71.5500894,-33.0289352
1235,5,6,3,5,-71.4941316,-33.0187659
1236,5,6,6,6,-71.5215166,-32.9941863
1237,5,6,7,6,-71.4178376,-33.0528749
1238,5,6,7,6,-71.4812849,-33.2082797
1239,5,6,11,3,-71.5468439,-33.0054976
1240,5,6,15,6,-71.5240738,-33.035421
1241,5,6,19,1,-71.6127012,-33.5927584
1242,5,6,20,1,-71.4245319,-32.6296117
1243,5,6,21,1,-70.7224719,-32.7582642
1244,5,6,22,1,-71.4372209,-33.0373561
1245,6,6,6,1,-71.5759237,-33.0488892
1246,6,6,14,6,-71.6033068,-33.0486892
1247,6,6,16,2,-71.6132377,-33.5808615
1248,6,6,18,1,-71.5481105,-33.0165166
1249,6,6,22,3,-71.5418806,-33.0077114
1250,6,6,23,3,-71.5424539,-33.0135808
1251,7,6,0,3,-71.4446407,-33.0452702
1252,7,6,1,1,-71.6382112,-33.04224
1253,7,6,6,1,-71.649501,-33.4636234
1254,7,6,8,1,-71.5442869,-33.0312867
1255,7,6,21,1,-71.5437497,-33.0098837
1256,7,6,23,3,-71.440042,-32.796691
1257,7,6,23,3,-71.2615481,-33.0076091
1258,1,6,2,6,-71.4446407,-33.0452702
1259,1,6,3,1,-71.5001144,-33.0326948
1260,1,6,4,1,-71.5191945,-33.0061091
1261,1,6,4,3,-71.6027237,-33.0386669
1262,1,6,7,1,-71.5643616,-33.0634459
1263,1,6,11,1,-71.5416552,-33.0106378
1264,1,6,11,1,-71.4862776,-33.0303984
1265,1,6,19,1,-71.61002,-33.5976014
1266,1,6,19,1,-71.067757,-32.4300384
1267,2,6,16,1,-71.4315821,-33.0552689
1268,2,6,19,1,-71.605043,-33.5536616
1269,2,6,19,3,-71.5513425,-33.015153
1270,2,6,19,1,-71.2498046,-32.8730658
1271,2,6,22,2,-71.6106261,-33.5959001
1272,2,6,23,1,-71.2760321,-32.9803729
1273,3,6,3,1,-71.5418326,-33.0478923
1274,3,6,8,1,-70.712793,-32.7386771
1275,3,6,11,6,-71.4952287,-33.1936321
1276,4,6,0,1,-70.5997191,-32.8264825
1277,4,6,9,1,-71.6219644,-33.0582345
1278,4,6,9,1,-71.5224352,-32.9921268
1279,4,6,20,4,-71.6286318,-33.0308565
1280,4,6,22,6,-71.4471695,-33.050122
1281,5,6,8,6,-71.2081755,-32.7288116
1282,5,6,12,1,-71.6122835,-33.5948614
1283,5,6,19,1,-71.5425254,-32.9726823
1284,5,6,21,1,-71.5276603,-33.0056798
1285,5,6,23,1,-71.3642712,-33.0396987
1286,6,6,1,3,-71.5469288,-33.0221567
1287,6,6,2,1,-71.5139945,-33.0020568
1288,6,6,5,1,-71.6284961,-33.0391022
1289,6,6,9,1,-71.4452257,-33.040785
1290,6,6,11,2,-71.4484552,-33.0557026
1291,6,6,15,6,-71.5469288,-33.0221567
1292,6,6,18,4,-71.3946775,-33.0438945
1293,6,6,19,6,-71.5284215,-32.8270933
1294,6,6,19,1,-71.4633714,-33.0470712
1295,6,6,20,1,-71.5479946,-33.0400956
1296,6,6,22,6,-71.5301535,-32.7712071
1297,7,6,2,1,-71.6209003,-33.0449579
1298,7,6,6,5,-71.4083706,-33.0613166
1299,7,6,8,1,-71.6052067,-33.5176128
1300,7,6,17,1,-70.7211998,-32.7457523
1301,7,6,20,3,-71.5429763,-33.012129
1302,7,6,21,4,-109.401801,-27.1455409
1303,1,6,4,2,-71.5863056,-33.0629522
1304,1,6,5,1,-71.5985893,-33.051965
1305,1,6,7,1,-70.625636,-32.8635148
1306,1,6,10,1,-70.9318389,-32.8420362
1307,1,6,12,1,-71.6132377,-33.5808615
1308,1,6,15,1,-71.5830879,-33.0458732
1309,1,6,17,1,-71.4778148,-32.7167344
1310,1,6,18,4,-71.5782502,-33.0302751
1311,1,6,18,1,-71.5668876,-33.1176512
1312,2,7,7,1,-70.7317385,-32.7484923
1313,2,7,16,3,-70.731435,-32.7583009
1314,3,7,4,1,-71.5204455,-32.9224581
1315,3,7,7,2,-71.5445088,-33.0392712
1316,3,7,7,1,-71.2482056,-32.8816399
1317,3,7,9,2,-71.533253,-32.9375878
1318,3,7,13,6,-71.4182547,-33.0463752
1319,3,7,17,2,-71.5586598,-33.0277313
1320,3,7,20,2,-71.4436718,-33.0573094
1321,3,7,21,1,-71.4053896,-33.0588578
1322,3,7,22,1,-71.5960565,-33.0464165
1323,3,7,23,1,-71.1859151,-32.9952141
1324,4,7,2,1,-71.3917139,-33.0523909
1325,4,7,7,3,-71.6856802,-33.3976876
1326,4,7,7,1,-71.6539356,-33.0454317
1327,4,7,8,5,-71.2049246,-32.7230375
1328,4,7,9,3,-71.5478921,-33.026438
1329,5,7,11,3,-71.6184619,-33.0519808
1330,5,7,14,4,-71.5624516,-33.0200038
1331,5,7,20,6,-70.9543527,-32.8392392
1332,6,7,1,1,-71.5514042,-33.0240542
1333,6,7,1,4,-71.5323403,-32.9805696
1334,6,7,1,1,-71.2049246,-32.7230375
1335,6,7,2,2,-71.5960565,-33.0464165
1336,6,7,19,1,-71.546654,-33.0115857
1337,6,7,21,1,-71.5420328,-32.9758854
1338,7,7,5,2,-71.5276603,-33.0056798
1339,1,7,7,4,-71.5043975,-33.0221895
1340,1,7,11,3,-71.5851022,-33.029243
1341,1,7,12,6,-71.5340814,-33.031644
1342,1,7,20,1,-71.5573906,-33.0307045
1343,1,7,22,2,-71.6266918,-33.0532503
1344,1,7,23,1,-71.5669046,-33.0319758
1345,2,7,18,1,-71.6098793,-33.0492209
1346,2,7,20,1,-71.4349164,-33.0563941
1347,2,7,20,1,-71.5782502,-33.0302751
1348,2,7,23,1,-71.5106897,-33.0402634
1349,3,7,0,2,-71.5259188,-33.025796
1350,3,7,3,1,-71.6132377,-33.5808615
1351,3,7,6,5,-71.5631849,-33.0337029
1352,3,7,10,1,-71.4414558,-33.0504897
1353,3,7,11,1,-71.6241458,-33.0470264
1354,3,7,12,1,-71.4446407,-33.0452702
1355,3,7,13,1,-71.1851795,-32.4670123
1356,3,7,14,3,-71.5106022,-33.0120478
1357,3,7,18,3,-71.5394183,-33.0085702
1358,3,7,19,1,-71.5024031,-32.9948473
1359,3,7,22,1,-71.5486968,-33.0212062
1360,3,7,22,1,-71.3841012,-33.0560411
1361,3,7,22,1,-71.5466732,-33.0211173
1362,4,7,2,2,-71.560206,-33.1171703
1363,4,7,4,1,-71.2600893,-33.0149923
1364,4,7,5,6,-71.5562632,-33.107494
1365,4,7,7,5,-71.2344245,-32.8605008
1366,4,7,16,3,-71.2785561,-32.9382696
1367,4,7,19,2,-71.5980085,-33.0477713
1368,4,7,20,1,-71.5218946,-32.9359237
1369,5,7,7,1,-71.7700694,-33.8661494
1370,5,7,14,2,-71.4778148,-32.7167344
1371,5,7,20,1,-71.6856802,-33.3976876
1372,5,7,20,1,-71.2644805,-32.8796074
1373,5,7,23,1,-71.5679495,-33.0241438
1374,6,7,2,1,-71.6270433,-33.039573
1375,6,7,3,1,-71.330096,-33.1504973
1376,6,7,3,1,-71.3819026,-33.0444241
1377,6,7,4,1,-70.5949688,-32.8054937
1378,6,7,12,1,-71.5449305,-33.0176272
1379,6,7,12,1,-71.4013605,-33.3258632
1380,6,7,16,1,-71.3629386,-32.9787747
1381,6,7,20,2,-71.6856802,-33.3976876
1382,6,7,21,1,-71.5449305,-33.0176272
1383,7,7,0,4,-70.7020855,-32.8166735
1384,7,7,10,2,-71.6132377,-33.5808615
1385,7,7,20,1,-71.214771,-32.9958779
1386,7,7,21,1,-71.5454509,-33.0072493
1387,1,7,8,5,-71.2401069,-32.8778769
1388,1,7,8,3,-71.490199,-32.8763153
1389,1,7,12,6,-71.2744005,-33.0194661
1390,1,7,19,1,-71.6122102,-33.5938001
1391,1,7,21,1,-71.4440235,-32.5075486
1392,1,7,22,1,-71.531633,-33.0340976
1393,2,7,0,1,-71.6269687,-33.0485119
1394,2,7,3,5,-71.606438,-33.553894
1395,2,7,21,2,-71.6241458,-33.0470264
1396,3,7,1,1,-71.5442218,-33.0315842
1397,3,7,5,1,-70.5861093,-32.8435254
1398,3,7,8,1,-71.5341261,-32.7960371
1399,3,7,8,2,-71.4215791,-33.0489147
1400,3,7,15,1,-70.731435,-32.7583009
1401,3,7,18,5,-71.2441518,-32.8852472
1402,3,7,19,1,-71.6270433,-33.039573
1403,3,7,19,1,-71.6132377,-33.5808615
1404,3,7,20,1,-71.5284701,-32.9845037
1405,3,7,20,1,-70.9559194,-32.837208
1406,4,7,3,1,-71.533817,-33.0396899
1407,4,7,8,1,-71.5468598,-33.0126179
1408,4,7,17,1,-71.4577169,-33.0461024
1409,4,7,20,2,-71.3571601,-33.0509096
1410,5,7,13,1,-71.6127012,-33.5927584
1411,5,7,17,6,-71.54314,-33.0249457
1412,5,7,18,5,-71.5258107,-33.0336809
1413,5,7,19,1,-71.2401955,-32.8641196
1414,5,7,20,6,-71.5556803,-33.1082735
1415,5,7,20,1,-71.4035207,-33.0428596
1416,5,7,22,1,-71.5466732,-33.0211173
1417,6,7,4,1,-71.2449626,-32.8702713
1418,6,7,5,2,-71.2663101,-33.0087254
1419,6,7,10,1,-71.2441518,-32.8852472
1420,7,7,2,4,-70.7138658,-32.656015
1421,7,7,5,1,-71.6084186,-33.6085721
1422,7,7,5,3,-71.5412817,-33.0181792
1423,7,7,12,2,-71.1353555,-33.0255929
1424,7,7,15,1,-71.5500014,-33.0153549
1425,7,7,19,1,-71.4385689,-33.0543043
1426,7,7,19,1,-71.5478732,-33.0088278
1427,7,7,20,3,-71.4316514,-33.044846
1428,7,7,23,2,-71.152696,-32.7879105
1429,1,7,2,4,-71.4949272,-33.0277738
1430,1,7,4,1,-71.5284701,-32.9845037
1431,1,7,9,2,-70.5941548,-32.8439854
1432,1,7,11,1,-71.2741626,-33.0056318
1433,1,7,19,2,-71.4446407,-33.0452702
1434,1,7,22,2,-71.5359278,-32.9390033
1435,1,7,22,1,-71.5389945,-33.0108278
1436,1,7,22,2,-71.5434697,-33.0291383
1437,1,7,22,1,-71.5284701,-32.9845037
1438,2,7,2,1,-71.5276603,-33.0056798
1439,2,7,7,2,-70.7076993,-32.743483
1440,2,7,8,5,-70.6003037,-32.8372252
1441,2,7,9,2,-71.2441518,-32.8852472
1442,2,7,13,1,-71.5809233,-33.1155336
1443,2,7,17,6,-71.5462089,-33.005736
1444,2,7,18,1,-71.5960565,-33.0464165
1445,2,7,18,1,-71.6854038,-33.3978822
1446,3,7,5,6,-71.6132377,-33.5808615
1447,3,7,6,1,-71.3735501,-33.0424859
1448,3,7,8,2,-71.5466732,-33.0211173
1449,3,7,11,5,-71.1918371,-32.7896905
1450,3,7,12,5,-71.407372,-33.052066
1451,3,7,15,4,-71.1851795,-32.4670123
1452,3,7,18,1,-71.5523503,-33.0139308
1453,3,7,18,1,-71.5529712,-33.0170136
1454,3,7,18,1,-71.2711412,-32.9888089
1455,3,7,19,1,-71.3735501,-33.0424859
1456,3,7,20,4,-71.5437497,-33.0098837
1457,3,7,20,3,-71.4364197,-33.0430866
1458,3,7,22,1,-71.5500014,-33.0153549
1459,3,7,23,2,-71.5414646,-33.0261793
1460,4,7,9,2,-71.145221,-32.8000578
1461,4,7,12,4,-71.5082047,-33.0268207
1462,4,7,12,4,-71.5082047,-33.0268207
1463,4,7,14,1,-71.5574236,-33.0200985
1464,4,7,16,1,-71.5598361,-33.0239043
1465,4,7,19,1,-71.5628915,-33.0262547
1466,4,7,20,1,-71.3768725,-33.0565001
1467,4,7,23,1,-71.4159581,-33.0607723
1468,5,7,3,1,-70.731435,-32.7583009
1469,5,7,4,1,-71.6151774,-33.0529514
1470,5,7,5,1,-71.5319415,-33.0369833
1471,5,7,6,6,-71.6132377,-33.5808615
1472,5,7,14,1,-71.3522402,-33.0404105
1473,5,7,14,1,-71.6237431,-33.6469049
1474,5,7,14,1,-71.4778148,-32.7167344
1475,5,7,15,1,-71.2542818,-32.8779354
1476,5,7,18,1,-71.6269687,-33.0485119
1477,5,7,19,1,-71.4095056,-33.0481684
1478,5,7,19,1,-71.6068406,-33.5931745
1479,5,7,20,1,-71.3904448,-33.0531055
1480,5,7,21,2,-71.1893605,-32.7722142
1481,5,7,22,1,-71.5493938,-33.0485453
1482,5,7,23,1,-71.134082,-32.8192174
1483,5,7,6,1,-71.3857451,-33.0492875
1484,6,7,2,2,-71.5378542,-32.9754537
1485,6,7,7,3,-71.531633,-33.0340976
1486,6,7,10,5,-71.1972259,-32.7814497
1487,6,7,10,1,-71.2658215,-33.0029997
1488,6,7,11,1,-71.5598361,-33.0239043
1489,6,7,19,1,-71.5008309,-32.9981392
1490,6,7,19,2,-71.4812528,-33.0305494
1491,6,7,20,1,-71.6856802,-33.3976876
1492,6,7,21,1,-71.5486968,-33.0212062
1493,6,7,22,1,-71.4497486,-33.0578053
1494,6,7,23,1,-71.551537,-33.0251315
1495,7,7,0,5,-71.2206048,-32.8766261
1496,7,7,1,1,-71.54825,-32.9332684
1497,7,7,4,1,-71.54825,-32.9332684
1498,7,7,5,1,-71.4140483,-33.0584664
1499,7,7,9,6,-71.5556803,-33.1082735
1500,7,7,12,6,-71.5556803,-33.1082735
1501,7,7,16,4,-71.6412897,-33.0579173
1502,7,7,17,1,-71.679166,-33.4048698
1503,7,7,19,1,-71.5648315,-33.1215327
1504,1,7,3,1,-71.5033539,-33.017278
1505,1,7,18,6,-71.5279247,-33.0306423
1506,1,7,20,1,-71.6056551,-33.050482
1507,1,7,21,2,-71.7700694,-33.8661494
1508,2,7,6,1,-70.731435,-32.7583009
1509,2,7,8,1,-71.5656668,-33.1177505
1510,2,7,10,6,-71.547998,-33.0422645
1511,2,7,11,1,-71.5518545,-33.0263663
1512,2,7,14,5,-71.5956974,-33.0389952
1513,2,7,17,3,-70.7170148,-32.7467716
1514,2,7,17,5,-71.556894,-33.023666
1515,2,7,22,1,-71.5469288,-33.0221567
1516,3,7,7,6,-71.6785518,-33.3745676
1517,3,7,9,3,-71.5082114,-32.9982033
1518,3,7,11,6,-71.5556803,-33.1082735
1519,3,7,13,1,-71.4123445,-33.0403184
1520,3,7,20,2,-71.53798,-33.0287194
1521,3,7,20,1,-71.5780477,-33.0332506
1522,3,7,20,1,-71.5780477,-33.0332506
1523,3,7,22,6,-71.5556803,-33.1082735
1524,3,7,23,1,-71.6065609,-33.0502611
1525,3,7,23,1,-71.5307117,-32.9832068
1526,4,7,5,1,-71.4503406,-33.0478762
1527,4,7,5,2,-71.5568658,-33.0161355
1528,4,7,15,1,-71.2483399,-32.8942544
1529,4,7,20,2,-71.2393195,-32.8691623
1530,4,7,21,1,-71.5412248,-32.9729997
1531,4,7,21,3,-71.4243239,-33.0401207
1532,4,7,22,1,-71.3463172,-33.0573647
1533,4,7,22,1,-71.5504141,-33.0173875
1534,4,7,23,3,-71.6119598,-33.6051532
1535,5,8,0,4,-71.515492,-33.0177326
1536,5,8,6,6,-71.7300849,-33.9210191
1537,5,8,6,4,-71.6151199,-33.6078486
1538,5,8,7,6,-71.7300849,-33.9210191
1539,5,8,7,6,-71.7300849,-33.9210191
1540,5,8,8,2,-71.6256473,-33.0467213
1541,5,8,19,1,-71.5416552,-33.0106378
1542,5,8,20,4,-70.5651856,-32.7645603
1543,5,8,21,1,-71.5451875,-33.0107519
1544,6,8,0,2,-71.5605371,-33.1190816
1545,6,8,1,1,-71.0796654,-32.8556283
1546,6,8,7,6,-71.5225377,-32.9654475
1547,6,8,10,1,-71.5513425,-33.015153
1548,6,8,17,1,-71.5083996,-33.03335
1549,6,8,17,3,-71.5074665,-33.0392578
1550,6,8,18,1,-71.4234409,-33.0541996
1551,6,8,20,1,-71.4150021,-33.0570386
1552,6,8,22,3,-71.5500014,-33.0153549
1553,7,8,4,1,-71.5558886,-33.0187185
1554,7,8,8,1,-71.545625,-33.0127989
1555,7,8,9,1,-71.3904448,-33.0531055
1556,7,8,11,1,-71.4266587,-33.048739
1557,7,8,21,1,-71.0987091,-32.8279165
1558,7,8,21,3,-71.4453943,-33.0476177
1559,7,8,23,1,-71.2484448,-32.8858364
1560,1,8,6,1,-70.9546538,-32.8428205
1561,1,8,10,2,-71.4242109,-32.9277339
1562,1,8,11,1,-71.4315821,-33.0552689
1563,1,8,13,1,-71.3735501,-33.0424859
1564,1,8,14,1,-71.6135001,-33.5979074
1565,1,8,17,1,-71.4266587,-33.048739
1566,1,8,17,3,-71.5412817,-33.0181792
1567,1,8,18,1,-71.4778148,-32.7167344
1568,1,8,22,1,-71.4832466,-33.0015298
1569,2,8,3,1,-71.4320631,-33.059135
1570,2,8,5,1,-71.5898303,-33.0365357
1571,2,8,8,1,-71.6270433,-33.039573
1572,2,8,11,1,-71.5628915,-33.0262547
1573,2,8,19,5,-71.3818617,-33.0472962
1574,2,8,20,1,-71.4027592,-33.0370761
1575,2,8,20,1,-71.5197087,-32.997739
1576,2,8,20,1,-71.6119923,-33.0498832
1577,3,8,3,1,-71.0304094,-32.8166194
1578,3,8,7,1,-71.2903422,-32.9815961
1579,3,8,15,6,-71.5729376,-33.1129976
1580,3,8,17,2,-71.4422143,-33.0448783
1581,3,8,20,3,-71.3728889,-33.0529416
1582,3,8,20,6,-71.5729376,-33.1129976
1583,4,8,1,2,-71.5295546,-32.9858163
1584,4,8,5,2,-71.2409773,-32.8821249
1585,4,8,11,4,-71.6130545,-33.6147395
1586,4,8,13,1,-71.5913136,-33.041601
1587,4,8,15,3,-71.6401198,-33.0247995
1588,4,8,18,1,-71.5451875,-33.0107519
1589,4,8,19,1,-71.4812528,-33.0305494
1590,4,8,19,1,-71.6113204,-33.0514679
1591,4,8,19,6,-71.4371543,-33.0494327
1592,4,8,20,2,-71.6021295,-33.0481866
1593,4,8,22,2,-71.61002,-33.5976014
1594,4,8,22,2,-71.5691389,-33.0440136
1595,4,8,22,1,-71.3857451,-33.0492875
1596,4,8,23,2,-71.6107242,-33.6128648
1597,5,8,1,3,-71.5006724,-32.9901309
1598,5,8,5,1,-71.5185759,-33.0295952
1599,5,8,7,2,-71.2378269,-32.8699152
1600,5,8,8,6,-71.4812849,-33.2082797
1601,5,8,10,1,-71.6403302,-33.0249881
1602,5,8,11,5,-71.5716088,-33.0284972
1603,5,8,17,1,-70.7231785,-32.8188374
1604,5,8,20,1,-71.5412817,-33.0181792
1605,5,8,22,1,-71.5598087,-33.0471287
1606,5,8,22,1,-71.3857451,-33.0492875
1607,6,8,1,2,-71.5224352,-32.9921268
1608,6,8,3,1,-71.5105005,-32.9201027
1609,6,8,7,1,-71.6103819,-33.5730836
1610,6,8,13,1,-71.5385478,-33.0027822
1611,6,8,18,2,-71.5286203,-32.7832013
1612,6,8,18,6,-71.5469859,-33.0083414
1613,6,8,19,1,-71.5412646,-33.0204174
1614,6,8,7,3,-71.4472308,-33.0369115
1615,7,8,5,1,-70.5936162,-32.8344944
1616,7,8,23,1,-71.5919201,-33.0376478
1617,1,8,7,4,-71.506773,-33.0252349
1618,1,8,10,1,-71.5518545,-33.0263663
1619,1,8,19,2,-71.3898,-33.0441084
1620,1,8,19,1,-71.2441518,-32.8852472
1621,2,8,0,1,-71.4343328,-33.0556868
1622,2,8,2,6,-71.2473555,-32.879997
1623,2,8,2,6,-70.9368955,-32.8427936
1624,2,8,7,1,-71.3867245,-33.045463
1625,2,8,8,2,-71.5586598,-33.0277313
1626,2,8,11,2,-71.5284816,-32.8271994
1627,2,8,14,1,-71.5626307,-33.0244676
1628,2,8,19,6,-71.4952287,-33.1936321
1629,2,8,21,2,-71.5442869,-33.0312867
1630,2,8,22,1,-71.5211845,-33.0412344
1631,3,8,6,1,-71.4008498,-33.0505347
1632,3,8,7,2,-71.5945953,-33.0483194
1633,3,8,9,1,-71.6050773,-33.6191135
1634,3,8,9,6,-71.5071197,-33.0022956
1635,3,8,13,1,-71.3463071,-33.0470712
1636,3,8,17,3,-71.5446518,-33.00322
1637,3,8,19,1,-71.2550541,-33.0227968
1638,3,8,21,1,-71.5156419,-33.0194442
1639,3,8,22,1,-71.5449701,-33.0015313
1640,4,8,1,1,-71.3642495,-33.0399685
1641,4,8,3,2,-71.2019741,-32.7862369
1642,4,8,5,1,-71.2664883,-32.9909029
1643,4,8,8,1,-71.5178748,-32.9224936
1644,4,8,16,1,-71.5407162,-33.004703
1645,4,8,18,1,-71.5488793,-33.0161329
1646,4,8,19,1,-71.5513425,-33.015153
1647,5,8,3,1,-71.4372842,-33.0479855
1648,5,8,3,4,-70.731435,-32.7583009
1649,5,8,8,1,-71.6027302,-33.5151347
1650,5,8,9,3,-71.4746743,-33.0451751
1651,5,8,11,2,-71.6132377,-33.5808615
1652,5,8,23,4,-71.5400166,-33.0329927
1653,6,8,0,6,-71.5391113,-33.0280382
1654,6,8,3,1,-71.6269687,-33.0485119
1655,6,8,11,2,-71.5249741,-32.9644204
1656,6,8,15,3,-71.545736,-32.9768722
1657,6,8,15,3,-71.4328194,-32.6442224
1658,6,8,19,2,-71.5480472,-33.0081896
1659,6,8,20,1,-71.396054,-33.0560808
1660,7,8,3,1,-70.5997758,-32.8326155
1661,7,8,5,2,-71.5830879,-33.0458732
1662,7,8,10,1,-71.4800456,-33.0017752
1663,7,8,10,5,-71.6034808,-33.0469262
1664,1,8,2,1,-71.6519192,-33.0448637
1665,1,8,10,1,-71.4014271,-33.0497394
1666,1,8,16,1,-71.5645494,-33.0303901
1667,1,8,19,1,-71.4315821,-33.0552689
1668,1,8,19,1,-71.3734057,-33.0607633
1669,1,8,20,1,-71.5580174,-33.0171755
1670,1,8,21,6,-71.61561,-33.6053473
1671,1,8,22,6,-71.6437149,-33.0220565
1672,2,8,16,1,-71.6043791,-33.0441987
1673,2,8,18,5,-71.3659008,-33.060465
1674,2,8,20,2,-71.6189724,-33.0438152
1675,2,8,22,2,-71.4242109,-32.9277339
1676,3,8,8,4,-71.5776492,-33.0285342
1677,3,8,9,1,-71.4967331,-33.0023146
1678,3,8,11,1,-71.5437133,-32.9715335
1679,3,8,15,2,-71.4951167,-33.004953
1680,3,8,18,1,-71.2441518,-32.8852472
1681,3,8,20,1,-71.5368343,-33.0320628
1682,3,8,22,1,-71.2616705,-33.0078458
1683,4,8,0,1,-71.4379868,-33.0449168
1684,4,8,3,6,-71.2785561,-32.9382696
1685,4,8,8,2,-71.5687908,-33.0306259
1686,4,8,10,2,-71.2453655,-32.8895139
1687,4,8,10,1,-71.4482971,-33.0429916
1688,4,8,12,1,-71.3854105,-33.0466654
1689,4,8,17,1,-71.605043,-33.5536616
1690,4,8,17,1,-71.5515753,-33.0274397
1691,4,8,21,1,-71.5393174,-33.0079831
1692,5,8,12,1,-71.2753573,-32.9928071
1693,5,8,16,1,-71.5511711,-33.0182285
1694,5,8,21,2,-71.4140483,-33.0584664
1695,5,8,21,1,-71.6871332,-33.4134102
1696,5,8,21,2,-71.4083558,-33.0482646
1697,6,8,7,1,-71.418461,-33.309626
1698,6,8,12,4,-71.4254361,-33.7349066
1699,7,8,5,1,-71.394223,-33.0297357
1700,7,8,7,1,-71.4989602,-33.0325469
1701,7,8,7,1,-71.5949782,-33.0623759
1702,7,8,11,1,-71.4188241,-33.0607412
1703,7,8,18,1,-71.5434875,-32.9701302
1704,1,8,0,1,-71.4503406,-33.0478762
1705,1,8,5,2,-71.4372209,-33.0373561
1706,1,8,7,6,-71.4999149,-32.9704372
1707,1,8,10,2,-71.2401955,-32.8641196
1708,2,8,4,1,-71.1918371,-32.7896905
1709,2,8,8,1,-71.5069398,-33.0052055
1710,2,8,9,2,-71.6084186,-33.6085721
1711,2,8,9,2,-71.5449305,-33.0176272
1712,2,8,17,2,-71.4385689,-33.0543043
1713,2,8,20,5,-70.961836,-32.8409602
1714,2,8,21,6,-71.5518545,-33.0263663
1715,2,8,21,1,-71.5744211,-33.1154161
1716,2,8,22,1,-71.5673848,-33.0306787
1717,3,8,2,2,-71.4385689,-33.0543043
1718,3,8,8,2,-71.5362463,-32.9806613
1719,3,8,9,1,-71.4816715,-33.0307909
1720,3,8,11,1,-71.5374689,-33.00828
1721,3,8,14,1,-71.067757,-32.4300384
1722,3,8,18,4,-70.6519389,-32.7784274
1723,3,8,22,4,-70.6519389,-32.7784274
1724,4,8,0,1,-71.5416552,-33.0106378
1725,4,8,9,4,-70.6927294,-32.8373446
1726,4,8,15,1,-71.4223619,-33.0729253
